country,customer_id,invoice,price,stream_id,times_viewed,date
United Kingdom,17248.0,563022,0.85,22907,3,2019-08-08
United Kingdom,17248.0,563022,1.45,22695,1,2019-08-08
United Kingdom,17248.0,563022,2.1,22694,1,2019-08-08
United Kingdom,17248.0,563022,0.8200000000000001,23374,5,2019-08-08
United Kingdom,17248.0,563022,0.9500000000000001,21034,4,2019-08-08
United Kingdom,13722.0,563068,6.25,23108,4,2019-08-08
United Kingdom,,563093,2.46,22280,1,2019-08-08
United Kingdom,14099.0,563070,1.25,22316,1,2019-08-08
United Kingdom,,563093,4.13,22212,1,2019-08-08
United Kingdom,,563093,2.46,22178,14,2019-08-08
United Kingdom,,563093,3.29,22174,1,2019-08-08
United Kingdom,,563093,0.79,22161,2,2019-08-08
United Kingdom,,563093,7.46,22113,1,2019-08-08
United Kingdom,,563093,10.79,22112,1,2019-08-08
United Kingdom,,563093,5.79,22083,1,2019-08-08
United Kingdom,,563093,2.46,21993,5,2019-08-08
United Kingdom,,563093,5.79,21936,1,2019-08-08
United Kingdom,,563093,2.46,21933,1,2019-08-08
United Kingdom,,563093,0.8300000000000001,21916,1,2019-08-08
United Kingdom,,563093,13.29,21906,1,2019-08-08
United Kingdom,,563093,0.42,21880,4,2019-08-08
United Kingdom,,563093,3.29,21872,1,2019-08-08
United Kingdom,,563093,1.63,21790,1,2019-08-08
United Kingdom,,563093,0.8300000000000001,21786,2,2019-08-08
United Kingdom,,563093,3.29,21731,3,2019-08-08
United Kingdom,,563093,2.46,21648,3,2019-08-08
United Kingdom,,563093,1.63,21640,3,2019-08-08
United Kingdom,,563093,4.96,21577,1,2019-08-08
United Kingdom,,563093,5.79,21380,1,2019-08-08
United Kingdom,,563093,24.96,21270,1,2019-08-08
United Kingdom,,563093,4.96,21155,1,2019-08-08
United Kingdom,,563093,0.8300000000000001,21090,2,2019-08-08
United Kingdom,,563093,1.63,21080,1,2019-08-08
United Kingdom,,563093,2.46,21071,2,2019-08-08
United Kingdom,,563093,2.46,21068,2,2019-08-08
United Kingdom,,563093,0.63,22268,2,2019-08-08
United Kingdom,,563093,4.13,20751,1,2019-08-08
United Kingdom,,563093,0.8300000000000001,22269,6,2019-08-08
United Kingdom,,563093,3.29,22296,1,2019-08-08
United Kingdom,,563093,0.42,22608,3,2019-08-08
United Kingdom,,563093,24.96,22605,1,2019-08-08
United Kingdom,,563093,2.46,22585,1,2019-08-08
United Kingdom,,563093,4.96,22584,1,2019-08-08
United Kingdom,,563093,2.46,22559,1,2019-08-08
United Kingdom,,563093,3.29,22558,1,2019-08-08
United Kingdom,,563093,0.8300000000000001,22531,4,2019-08-08
United Kingdom,,563093,0.8300000000000001,22489,4,2019-08-08
United Kingdom,,563093,3.29,22488,3,2019-08-08
United Kingdom,,563093,24.96,22485,1,2019-08-08
United Kingdom,,563093,2.46,22478,3,2019-08-08
United Kingdom,,563093,2.46,22477,3,2019-08-08
United Kingdom,,563093,5.79,22457,2,2019-08-08
United Kingdom,,563093,9.96,22456,2,2019-08-08
United Kingdom,,563093,4.13,22431,1,2019-08-08
United Kingdom,,563093,5.79,22413,1,2019-08-08
United Kingdom,,563093,4.13,22384,1,2019-08-08
United Kingdom,,563093,4.13,22383,2,2019-08-08
United Kingdom,,563093,4.13,22382,1,2019-08-08
United Kingdom,,563093,4.13,22380,1,2019-08-08
United Kingdom,,563093,4.13,22377,1,2019-08-08
United Kingdom,,563093,15.79,22366,1,2019-08-08
United Kingdom,,563093,5.79,22364,1,2019-08-08
United Kingdom,,563093,5.79,22362,1,2019-08-08
United Kingdom,,563093,1.63,22322,1,2019-08-08
United Kingdom,,563093,4.96,22308,1,2019-08-08
United Kingdom,,563093,2.46,22297,1,2019-08-08
United Kingdom,,563093,15.79,22283,1,2019-08-08
United Kingdom,,563093,3.29,22621,1,2019-08-08
United Kingdom,,563093,0.8300000000000001,20733,1,2019-08-08
United Kingdom,,563093,1.63,20719,1,2019-08-08
United Kingdom,16186.0,563090,1.45,23196,4,2019-08-08
United Kingdom,16186.0,563090,1.25,22988,12,2019-08-08
United Kingdom,16186.0,563090,0.8300000000000001,15036,15,2019-08-08
United Kingdom,16186.0,563090,0.65,84755,3,2019-08-08
United Kingdom,16186.0,563090,1.25,22178,12,2019-08-08
United Kingdom,16186.0,563090,1.45,22961,12,2019-08-08
United Kingdom,16186.0,563090,1.9500000000000002,23244,6,2019-08-08
United Kingdom,16186.0,563090,2.89,23236,6,2019-08-08
United Kingdom,16186.0,563090,1.65,23209,5,2019-08-08
United Kingdom,16186.0,563090,0.85,20719,10,2019-08-08
United Kingdom,16186.0,563090,1.65,20726,1,2019-08-08
United Kingdom,16186.0,563090,1.65,23208,23,2019-08-08
United Kingdom,16186.0,563090,1.65,20727,10,2019-08-08
United Kingdom,16186.0,563090,0.42,21497,16,2019-08-08
United Kingdom,16186.0,563090,0.42,22983,12,2019-08-08
United Kingdom,15469.0,563089,9.95,22768,2,2019-08-08
United Kingdom,15469.0,563089,9.95,22767,2,2019-08-08
United Kingdom,15469.0,563089,3.29,23146,6,2019-08-08
United Kingdom,15469.0,563089,1.45,23147,12,2019-08-08
United Kingdom,15469.0,563089,0.8300000000000001,23148,12,2019-08-08
United Kingdom,15469.0,563089,8.25,23133,4,2019-08-08
United Kingdom,15469.0,563089,2.08,23343,10,2019-08-08
United Kingdom,15469.0,563089,2.95,22910,6,2019-08-08
United Kingdom,15469.0,563089,0.55,22952,4,2019-08-08
United Kingdom,15469.0,563089,4.15,23129,4,2019-08-08
United Kingdom,15469.0,563089,3.75,22592,4,2019-08-08
United Kingdom,15469.0,563089,1.65,22077,12,2019-08-08
United Kingdom,16186.0,563090,2.95,22904,6,2019-08-08
United Kingdom,,563093,4.13,20725,1,2019-08-08
United Kingdom,16186.0,563090,1.65,23191,12,2019-08-08
United Kingdom,16186.0,563090,1.25,20977,7,2019-08-08
United Kingdom,,563093,4.13,20712,1,2019-08-08
United Kingdom,,563093,2.46,20664,1,2019-08-08
United Kingdom,,563093,1.63,20619,2,2019-08-08
United Kingdom,,563093,2.46,18094C,2,2019-08-08
United Kingdom,,563093,2.46,17012D,1,2019-08-08
United Kingdom,,563093,8.29,15060B,1,2019-08-08
United Kingdom,,563093,10.79,15058A,1,2019-08-08
United Kingdom,13307.0,563092,3.75,23328,4,2019-08-08
United Kingdom,12994.0,563091,0.55,21977,9,2019-08-08
United Kingdom,12994.0,563091,4.95,22138,3,2019-08-08
United Kingdom,12994.0,563091,12.75,22423,1,2019-08-08
United Kingdom,12994.0,563091,2.95,22666,6,2019-08-08
United Kingdom,12994.0,563091,2.95,22910,6,2019-08-08
United Kingdom,12994.0,563091,7.95,21524,2,2019-08-08
United Kingdom,12994.0,563091,1.65,22561,12,2019-08-08
United Kingdom,12994.0,563091,1.65,23192,12,2019-08-08
United Kingdom,12994.0,563091,0.42,84536A,5,2019-08-08
United Kingdom,12994.0,563091,4.95,22507,4,2019-08-08
United Kingdom,12994.0,563091,1.45,22979,12,2019-08-08
United Kingdom,12994.0,563091,12.75,22424,1,2019-08-08
United Kingdom,12994.0,563091,3.75,23252,4,2019-08-08
United Kingdom,12994.0,563091,4.25,22429,4,2019-08-08
United Kingdom,12994.0,563091,2.1,22965,6,2019-08-08
United Kingdom,12994.0,563091,3.75,84509A,4,2019-08-08
United Kingdom,12994.0,563091,1.25,84510A,10,2019-08-08
United Kingdom,12994.0,563091,2.1,85053,6,2019-08-08
United Kingdom,12994.0,563091,4.95,23245,4,2019-08-08
United Kingdom,16186.0,563090,0.85,22741,2,2019-08-08
United Kingdom,15469.0,563089,5.95,21755,3,2019-08-08
United Kingdom,,563093,16.63,22624,1,2019-08-08
United Kingdom,,563093,3.29,22652,1,2019-08-08
United Kingdom,14525.0,563094,4.15,23169,1,2019-08-08
United Kingdom,14525.0,563094,0.29,17003,22,2019-08-08
United Kingdom,14525.0,563094,2.95,22173,2,2019-08-08
United Kingdom,14525.0,563094,2.1,22212,6,2019-08-08
United Kingdom,14525.0,563094,3.29,23146,2,2019-08-08
United Kingdom,14525.0,563094,4.15,23075,8,2019-08-08
United Kingdom,14525.0,563094,5.95,22427,1,2019-08-08
United Kingdom,14525.0,563094,6.25,23055,2,2019-08-08
United Kingdom,14525.0,563094,2.95,22162,4,2019-08-08
United Kingdom,14525.0,563094,1.25,21390,6,2019-08-08
United Kingdom,14525.0,563094,0.19,22161,16,2019-08-08
United Kingdom,,563093,1.45,21211,1,2019-08-08
United Kingdom,,563093,1.25,84380,1,2019-08-08
United Kingdom,,563093,1.45,22979,1,2019-08-08
United Kingdom,,563093,4.95,22138,2,2019-08-08
United Kingdom,,563093,0.55,21213,2,2019-08-08
United Kingdom,,563093,1.25,21914,8,2019-08-08
United Kingdom,,563093,2.08,23200,3,2019-08-08
United Kingdom,,563093,2.95,71403,1,2019-08-08
United Kingdom,,563093,1.25,21592,1,2019-08-08
United Kingdom,,563093,0.65,21882,1,2019-08-08
United Kingdom,,563093,176.41,DOT,1,2019-08-08
United Kingdom,,563093,1.63,85227,2,2019-08-08
United Kingdom,,563093,10.79,85174,1,2019-08-08
United Kingdom,,563093,2.46,85169D,2,2019-08-08
United Kingdom,,563093,2.46,85169B,1,2019-08-08
United Kingdom,,563093,2.46,85169A,1,2019-08-08
United Kingdom,14525.0,563094,0.85,22219,20,2019-08-08
United Kingdom,,563093,4.13,85099B,3,2019-08-08
United Kingdom,14525.0,563094,0.85,22156,6,2019-08-08
United Kingdom,14525.0,563094,1.65,22295,12,2019-08-08
United Kingdom,13198.0,563017,1.65,23208,10,2019-08-08
United Kingdom,14525.0,563094,1.65,85062,6,2019-08-08
United Kingdom,14525.0,563094,1.25,84978,6,2019-08-08
United Kingdom,14525.0,563094,3.75,23153,2,2019-08-08
United Kingdom,14525.0,563094,3.75,23152,2,2019-08-08
United Kingdom,14525.0,563094,4.15,84406B,4,2019-08-08
United Kingdom,14525.0,563094,2.08,23154,1,2019-08-08
United Kingdom,14525.0,563094,2.08,23156,1,2019-08-08
United Kingdom,14525.0,563094,4.65,84792,4,2019-08-08
United Kingdom,14525.0,563094,1.25,22294,1,2019-08-08
United Kingdom,14525.0,563094,2.49,23093,8,2019-08-08
United Kingdom,14525.0,563094,0.8300000000000001,23090,12,2019-08-08
United Kingdom,14525.0,563094,4.95,23057,1,2019-08-08
United Kingdom,14525.0,563094,0.42,22155,16,2019-08-08
United Kingdom,14525.0,563094,0.42,22154,16,2019-08-08
United Kingdom,14525.0,563094,1.45,23035,6,2019-08-08
United Kingdom,14525.0,563094,2.08,23027,6,2019-08-08
United Kingdom,14525.0,563094,2.08,23025,6,2019-08-08
United Kingdom,14525.0,563094,4.95,23057,1,2019-08-08
United Kingdom,14525.0,563094,0.42,22153,23,2019-08-08
United Kingdom,14525.0,563094,1.65,23332,2,2019-08-08
United Kingdom,14525.0,563094,1.25,23333,3,2019-08-08
United Kingdom,14525.0,563094,1.25,23330,3,2019-08-08
United Kingdom,14525.0,563094,1.65,23329,4,2019-08-08
United Kingdom,14525.0,563094,2.95,22158,8,2019-08-08
United Kingdom,14525.0,563094,1.25,22297,14,2019-08-08
United Kingdom,14525.0,563094,1.65,22296,12,2019-08-08
United Kingdom,14525.0,563094,1.25,21390,16,2019-08-08
United Kingdom,,563093,16.63,22625,1,2019-08-08
United Kingdom,,563093,7.46,85059,1,2019-08-08
United Kingdom,,563093,8.29,84997C,1,2019-08-08
United Kingdom,,563093,10.79,23243,2,2019-08-08
United Kingdom,,563093,4.13,23241,2,2019-08-08
United Kingdom,,563093,8.29,23238,1,2019-08-08
United Kingdom,,563093,4.13,23209,2,2019-08-08
United Kingdom,,563093,4.13,23206,1,2019-08-08
United Kingdom,,563093,4.13,23203,1,2019-08-08
United Kingdom,,563093,4.13,23202,1,2019-08-08
United Kingdom,,563093,5.79,23189,1,2019-08-08
United Kingdom,,563093,3.29,23170,1,2019-08-08
United Kingdom,,563093,4.15,23169,1,2019-08-08
United Kingdom,,563093,24.96,23065,1,2019-08-08
United Kingdom,,563093,16.63,23054,1,2019-08-08
United Kingdom,,563093,7.18,23016,1,2019-08-08
United Kingdom,,563093,2.46,22993,1,2019-08-08
United Kingdom,,563093,2.46,22966,1,2019-08-08
United Kingdom,,563093,8.29,22960,2,2019-08-08
United Kingdom,,563093,4.13,22874,1,2019-08-08
United Kingdom,,563093,4.13,22870,1,2019-08-08
United Kingdom,,563093,10.79,22784,2,2019-08-08
United Kingdom,,563093,2.46,22775,1,2019-08-08
United Kingdom,,563093,2.46,22772,2,2019-08-08
United Kingdom,,563093,24.96,22760,1,2019-08-08
United Kingdom,,563093,2.46,22758,1,2019-08-08
United Kingdom,,563093,5.79,22734,1,2019-08-08
United Kingdom,,563093,7.46,22729,1,2019-08-08
United Kingdom,,563093,4.13,22662,1,2019-08-08
United Kingdom,,563093,4.13,22659,1,2019-08-08
United Kingdom,,563093,5.79,23245,9,2019-08-08
United Kingdom,,563093,5.79,85054,1,2019-08-08
United Kingdom,,563093,10.79,23298,1,2019-08-08
United Kingdom,,563093,2.46,23347,1,2019-08-08
United Kingdom,,563093,8.29,84997B,1,2019-08-08
United Kingdom,,563093,8.29,84997A,1,2019-08-08
United Kingdom,,563093,2.46,84951B,1,2019-08-08
United Kingdom,,563093,2.46,84947,1,2019-08-08
United Kingdom,,563093,2.46,84946,5,2019-08-08
United Kingdom,,563093,3.29,84913A,1,2019-08-08
United Kingdom,,563093,8.29,84796B,3,2019-08-08
United Kingdom,,563093,8.29,84796A,1,2019-08-08
United Kingdom,,563093,1.24,84755,21,2019-08-08
United Kingdom,,563093,4.96,84637,1,2019-08-08
United Kingdom,,563093,5.79,84625A,1,2019-08-08
United Kingdom,,563093,0.42,84598,4,2019-08-08
United Kingdom,,563093,2.46,84569D,1,2019-08-08
United Kingdom,,563093,4.13,84375,1,2019-08-08
United Kingdom,,563093,2.46,82613C,1,2019-08-08
United Kingdom,,563093,1.25,82580,1,2019-08-08
United Kingdom,,563093,1.25,82578,1,2019-08-08
United Kingdom,,563093,1.63,82567,1,2019-08-08
United Kingdom,,563093,16.63,82484,1,2019-08-08
United Kingdom,,563093,5.79,82482,1,2019-08-08
United Kingdom,,563093,5.79,79302M,1,2019-08-08
United Kingdom,,563093,0.8300000000000001,51014L,1,2019-08-08
United Kingdom,,563093,15.79,48194,2,2019-08-08
United Kingdom,,563093,15.79,48187,1,2019-08-08
United Kingdom,,563093,10.79,47590B,1,2019-08-08
United Kingdom,,563093,10.79,47590A,1,2019-08-08
United Kingdom,,563093,10.79,47566,2,2019-08-08
United Kingdom,,563093,1.25,23309,5,2019-08-08
United Kingdom,15469.0,563089,5.95,21754,3,2019-08-08
United Kingdom,15469.0,563089,0.85,22909,12,2019-08-08
United Kingdom,15469.0,563089,2.95,85123A,12,2019-08-08
United Kingdom,12931.0,563074,3.39,21430,21,2019-08-08
United Kingdom,12931.0,563074,1.79,23215,1,2019-08-08
United Kingdom,12931.0,563074,7.65,22191,18,2019-08-08
United Kingdom,12931.0,563074,1.79,23203,19,2019-08-08
United Kingdom,12931.0,563074,1.45,23207,8,2019-08-08
United Kingdom,12931.0,563074,1.45,22561,3,2019-08-08
United Kingdom,12931.0,563074,1.45,22493,19,2019-08-08
United Kingdom,12931.0,563074,3.39,21479,20,2019-08-08
United Kingdom,12931.0,563074,1.65,22991,14,2019-08-08
United Kingdom,12931.0,563074,1.65,22992,1,2019-08-08
United Kingdom,12931.0,563074,1.79,23201,17,2019-08-08
United Kingdom,12931.0,563074,1.06,22564,22,2019-08-08
United Kingdom,12931.0,563074,0.55,20974,10,2019-08-08
United Kingdom,12931.0,563074,1.69,20829,7,2019-08-08
United Kingdom,12931.0,563074,2.55,21481,12,2019-08-08
United Kingdom,12931.0,563074,1.06,21791,7,2019-08-08
United Kingdom,12931.0,563074,1.27,11001,2,2019-08-08
United Kingdom,12931.0,563074,1.25,20972,18,2019-08-08
United Kingdom,12931.0,563074,1.06,21915,0,2019-08-08
United Kingdom,18235.0,563073,0.39,21394,0,2019-08-08
United Kingdom,18235.0,563073,0.39,21395,9,2019-08-08
United Kingdom,18235.0,563073,0.85,85227,12,2019-08-08
United Kingdom,18235.0,563073,2.1,22745,6,2019-08-08
United Kingdom,18235.0,563073,2.1,22748,6,2019-08-08
United Kingdom,18235.0,563073,0.42,22037,12,2019-08-08
United Kingdom,18235.0,563073,0.42,22023,12,2019-08-08
United Kingdom,18235.0,563073,4.25,22357,4,2019-08-08
United Kingdom,12931.0,563074,0.72,22197,14,2019-08-08
United Kingdom,18235.0,563073,0.55,22951,13,2019-08-08
United Kingdom,12931.0,563074,1.45,21731,14,2019-08-08
United Kingdom,13645.0,563075,9.95,22167,2,2019-08-08
Netherlands,14646.0,563076,0.72,22418,23,2019-08-08
Netherlands,14646.0,563076,0.42,22417,13,2019-08-08
Netherlands,14646.0,563076,1.45,22383,17,2019-08-08
Netherlands,14646.0,563076,1.45,22382,2,2019-08-08
Netherlands,14646.0,563076,1.65,22367,24,2019-08-08
Netherlands,14646.0,563076,0.72,22355,16,2019-08-08
Netherlands,14646.0,563076,2.55,22326,18,2019-08-08
Netherlands,14646.0,563076,0.59,22231,15,2019-08-08
Netherlands,14646.0,563076,1.65,22131,9,2019-08-08
Netherlands,14646.0,563076,1.85,22078,11,2019-08-08
Netherlands,14646.0,563076,1.45,22077,7,2019-08-08
Netherlands,14646.0,563076,0.42,21976,18,2019-08-08
Netherlands,14646.0,563076,9.95,21843,18,2019-08-08
Netherlands,14646.0,563076,0.65,21787,20,2019-08-08
Netherlands,14646.0,563076,1.45,21731,9,2019-08-08
Netherlands,14646.0,563076,4.15,47566,2,2019-08-08
Netherlands,14646.0,563076,0.42,23307,5,2019-08-08
Netherlands,14646.0,563076,1.08,23345,12,2019-08-08
Netherlands,14646.0,563076,1.25,23270,2,2019-08-08
Netherlands,14646.0,563076,1.25,23268,13,2019-08-08
Netherlands,14646.0,563076,1.06,22399,9,2019-08-08
Netherlands,14646.0,563076,1.9500000000000002,23176,21,2019-08-08
Netherlands,14646.0,563076,5.95,22795,8,2019-08-08
United Kingdom,13645.0,563075,1.25,22771,4,2019-08-08
United Kingdom,13645.0,563075,1.65,23032,11,2019-08-08
United Kingdom,13645.0,563075,1.45,23035,17,2019-08-08
United Kingdom,13645.0,563075,2.55,22467,12,2019-08-08
United Kingdom,12931.0,563074,1.45,84879,9,2019-08-08
Netherlands,14646.0,563076,8.5,22487,8,2019-08-08
United Kingdom,18235.0,563073,0.55,22417,18,2019-08-08
United Kingdom,18235.0,563073,1.25,84946,12,2019-08-08
United Kingdom,17633.0,563071,1.25,84836,12,2019-08-08
United Kingdom,17633.0,563071,5.95,21754,3,2019-08-08
United Kingdom,14099.0,563070,0.85,17012A,8,2019-08-08
United Kingdom,14099.0,563070,0.85,17012B,8,2019-08-08
United Kingdom,14099.0,563070,4.15,23238,2,2019-08-08
United Kingdom,14099.0,563070,4.95,22138,3,2019-08-08
United Kingdom,14099.0,563070,2.1,21864,10,2019-08-08
United Kingdom,14099.0,563070,2.55,21175,12,2019-08-08
United Kingdom,14099.0,563070,2.1,82582,12,2019-08-08
United Kingdom,14099.0,563070,2.1,22412,12,2019-08-08
United Kingdom,14099.0,563070,2.95,22413,12,2019-08-08
United Kingdom,14099.0,563070,1.69,21165,12,2019-08-08
United Kingdom,14099.0,563070,4.95,21770,1,2019-08-08
United Kingdom,14099.0,563070,2.1,82600,5,2019-08-08
United Kingdom,14099.0,563070,2.1,21865,6,2019-08-08
United Kingdom,14099.0,563070,2.1,20622,5,2019-08-08
United Kingdom,14099.0,563070,2.1,20617,5,2019-08-08
United Kingdom,14099.0,563070,2.1,20618,4,2019-08-08
United Kingdom,14099.0,563070,4.95,37500,3,2019-08-08
United Kingdom,14099.0,563070,4.25,22891,1,2019-08-08
United Kingdom,14099.0,563070,1.65,22064,4,2019-08-08
United Kingdom,14099.0,563070,2.95,22666,2,2019-08-08
United Kingdom,14099.0,563070,1.25,21358,8,2019-08-08
United Kingdom,14099.0,563070,0.8300000000000001,23281,7,2019-08-08
United Kingdom,14099.0,563070,0.29,22616,12,2019-08-08
United Kingdom,14099.0,563070,1.25,20654,8,2019-08-08
United Kingdom,14099.0,563070,1.25,21866,10,2019-08-08
United Kingdom,17633.0,563071,8.95,82486,2,2019-08-08
United Kingdom,18235.0,563073,0.55,21976,10,2019-08-08
United Kingdom,17633.0,563071,0.9500000000000001,23145,12,2019-08-08
United Kingdom,17633.0,563071,1.25,22178,12,2019-08-08
United Kingdom,18235.0,563073,1.65,20726,10,2019-08-08
United Kingdom,18235.0,563073,0.85,23205,10,2019-08-08
United Kingdom,18235.0,563073,3.75,22619,4,2019-08-08
United Kingdom,18235.0,563073,1.25,21915,12,2019-08-08
United Kingdom,18235.0,563073,1.25,21892,12,2019-08-08
United Kingdom,18235.0,563073,0.85,21790,12,2019-08-08
United Kingdom,18235.0,563073,0.29,84077,7,2019-08-08
United Kingdom,18235.0,563073,14.95,22839,1,2019-08-08
United Kingdom,18235.0,563073,14.95,22838,1,2019-08-08
United Kingdom,18235.0,563073,1.9500000000000002,22898,8,2019-08-08
United Kingdom,18235.0,563073,0.85,84945,12,2019-08-08
United Kingdom,18235.0,563073,1.25,23036,12,2019-08-08
United Kingdom,16928.0,563072,1.25,22805,1,2019-08-08
United Kingdom,17633.0,563071,1.65,20728,10,2019-08-08
United Kingdom,17633.0,563071,1.65,22384,10,2019-08-08
United Kingdom,17633.0,563071,1.65,23209,10,2019-08-08
United Kingdom,17633.0,563071,2.08,23203,10,2019-08-08
United Kingdom,17633.0,563071,2.08,23199,10,2019-08-08
United Kingdom,17633.0,563071,7.95,48184,2,2019-08-08
United Kingdom,17633.0,563071,7.95,48187,2,2019-08-08
United Kingdom,17633.0,563071,7.95,21524,2,2019-08-08
United Kingdom,17633.0,563071,2.95,21164,6,2019-08-08
United Kingdom,17633.0,563071,1.65,22469,12,2019-08-08
United Kingdom,17633.0,563071,1.65,22077,12,2019-08-08
United Kingdom,17633.0,563071,4.25,22960,6,2019-08-08
United Kingdom,17633.0,563071,2.95,22666,6,2019-08-08
United Kingdom,17633.0,563071,0.42,22915,12,2019-08-08
United Kingdom,17633.0,563071,0.9500000000000001,84970L,12,2019-08-08
Netherlands,14646.0,563076,1.45,22551,3,2019-08-08
Netherlands,14646.0,563076,1.45,22555,4,2019-08-08
Netherlands,14646.0,563076,1.65,22629,9,2019-08-08
Netherlands,14646.0,563076,0.36,22037,8,2019-08-08
Netherlands,14646.0,563076,0.36,22029,22,2019-08-08
Netherlands,14646.0,563076,0.36,22027,21,2019-08-08
Netherlands,14646.0,563076,0.36,21509,6,2019-08-08
Netherlands,14646.0,563076,0.55,84755,13,2019-08-08
Netherlands,14646.0,563076,1.65,22992,11,2019-08-08
Netherlands,14646.0,563076,14.95,22847,4,2019-08-08
Netherlands,14646.0,563076,14.95,22846,4,2019-08-08
Netherlands,14646.0,563076,14.95,22848,4,2019-08-08
Netherlands,14646.0,563076,3.39,22568,1,2019-08-08
Netherlands,14646.0,563076,1.25,22147,22,2019-08-08
Netherlands,14646.0,563076,2.1,21561,9,2019-08-08
Netherlands,14646.0,563076,0.65,21544,17,2019-08-08
Netherlands,14646.0,563076,1.45,21207,24,2019-08-08
Netherlands,14646.0,563076,7.65,22626,12,2019-08-08
Netherlands,14646.0,563076,7.65,22625,12,2019-08-08
Netherlands,14646.0,563076,7.65,22624,12,2019-08-08
Netherlands,14646.0,563076,1.06,20977,7,2019-08-08
Netherlands,14646.0,563076,0.19,84929,21,2019-08-08
Netherlands,14646.0,563076,2.95,21261,6,2019-08-08
Netherlands,14646.0,563076,0.72,22571,11,2019-08-08
Netherlands,14646.0,563076,4.95,23110,20,2019-08-08
Netherlands,14646.0,563076,0.72,22594,24,2019-08-08
Netherlands,14646.0,563076,0.72,22601,21,2019-08-08
Netherlands,14646.0,563076,0.72,22603,12,2019-08-08
Netherlands,14646.0,563076,0.55,22335,24,2019-08-08
Netherlands,14646.0,563076,2.55,22158,21,2019-08-08
Netherlands,14646.0,563076,0.36,22712,2,2019-08-08
Netherlands,14646.0,563076,0.72,22945,24,2019-08-08
Netherlands,14646.0,563076,0.36,22984,24,2019-08-08
United Kingdom,15955.0,563078,4.95,23298,9,2019-08-08
United Kingdom,,563088,1.25,22481,2,2019-08-08
United Kingdom,,563088,0.39,22091,1,2019-08-08
United Kingdom,,563088,10.75,22832,1,2019-08-08
United Kingdom,,563088,9.95,22829,3,2019-08-08
United Kingdom,15955.0,563080,4.95,23245,4,2019-08-08
United Kingdom,15955.0,563080,2.89,23236,6,2019-08-08
United Kingdom,15955.0,563079,2.95,82494L,6,2019-08-08
United Kingdom,15955.0,563078,0.8300000000000001,23182,15,2019-08-08
United Kingdom,15955.0,563078,1.45,22961,12,2019-08-08
United Kingdom,15955.0,563078,2.08,23203,10,2019-08-08
United Kingdom,15955.0,563078,2.08,23202,10,2019-08-08
United Kingdom,15955.0,563078,2.08,22411,10,2019-08-08
United Kingdom,15955.0,563078,2.08,21929,10,2019-08-08
United Kingdom,15955.0,563078,2.08,23324,12,2019-08-08
United Kingdom,15955.0,563078,3.75,23328,8,2019-08-08
United Kingdom,15955.0,563078,1.65,23325,12,2019-08-08
United Kingdom,15955.0,563078,1.65,23321,12,2019-08-08
United Kingdom,15955.0,563078,0.8300000000000001,23295,8,2019-08-08
United Kingdom,15955.0,563078,0.8300000000000001,23294,8,2019-08-08
United Kingdom,15955.0,563078,1.25,23296,8,2019-08-08
United Kingdom,15955.0,563078,0.8300000000000001,23293,8,2019-08-08
United Kingdom,15955.0,563078,1.65,23273,12,2019-08-08
United Kingdom,15955.0,563078,4.95,23245,4,2019-08-08
United Kingdom,15955.0,563078,1.25,23263,6,2019-08-08
United Kingdom,15955.0,563078,1.25,22675,12,2019-08-08
United Kingdom,15955.0,563078,1.45,21172,12,2019-08-08
United Kingdom,15955.0,563078,4.95,47566,8,2019-08-08
United Kingdom,15955.0,563078,4.95,22456,6,2019-08-08
Netherlands,14646.0,563076,0.55,22336,10,2019-08-08
Netherlands,14646.0,563076,0.55,22337,11,2019-08-08
Netherlands,14646.0,563076,2.49,23189,19,2019-08-08
Netherlands,14646.0,563076,1.65,22244,1,2019-08-08
Netherlands,14646.0,563076,0.79,84976,10,2019-08-08
Netherlands,14646.0,563076,1.06,84836,21,2019-08-08
Netherlands,14646.0,563076,3.75,84406B,1,2019-08-08
Netherlands,14646.0,563076,6.75,48184,10,2019-08-08
Netherlands,14646.0,563076,0.39,47593B,9,2019-08-08
Netherlands,14646.0,563076,0.72,23281,24,2019-08-08
Netherlands,14646.0,563076,0.72,23280,16,2019-08-08
Netherlands,14646.0,563076,3.75,23256,4,2019-08-08
Netherlands,14646.0,563076,3.75,23254,24,2019-08-08
Netherlands,14646.0,563076,1.45,23209,10,2019-08-08
Netherlands,14646.0,563076,1.45,23207,16,2019-08-08
Netherlands,14646.0,563076,1.45,23206,14,2019-08-08
Netherlands,14646.0,563076,0.72,23205,20,2019-08-08
Netherlands,14646.0,563076,1.79,23203,20,2019-08-08
Netherlands,14646.0,563076,1.45,23192,13,2019-08-08
Netherlands,14646.0,563076,1.45,23170,15,2019-08-08
Netherlands,14646.0,563076,1.85,22956,12,2019-08-08
Netherlands,14646.0,563076,0.42,22951,6,2019-08-08
Netherlands,14646.0,563076,2.55,22904,2,2019-08-08
Netherlands,14646.0,563076,1.85,22899,18,2019-08-08
Netherlands,14646.0,563076,1.85,22745,21,2019-08-08
Netherlands,14646.0,563076,2.55,22698,14,2019-08-08
Netherlands,14646.0,563076,1.79,22663,22,2019-08-08
Netherlands,14646.0,563076,1.45,22662,15,2019-08-08
Netherlands,14646.0,563076,0.72,22661,23,2019-08-08
